  Psi0s, Psi_finals, np.log10(F_esc)
  11.99200,  11.99200,  -5.42599
  11.98400,  11.98400,  -5.42239
  11.97600,  11.97600,  -5.41879
  11.96800,  11.96800,  -5.41519
  11.96000,  11.96000,  -5.41159
  11.95200,  11.95200,  -5.40799
  11.94400,  11.94400,  -5.40439
  11.93600,  11.93600,  -5.40079
  11.92800,  11.92800,  -5.39719
  11.92000,  11.92000,  -5.39359
  11.91200,  11.91200,  -5.38999
  11.90400,  11.90400,  -5.38639
  11.89600,  11.89600,  -5.38279
  11.88800,  11.88800,  -5.37919
  11.88000,  11.88000,  -5.37558
  11.87200,  11.87200,  -5.37198
  11.86400,  11.86400,  -5.36838
  11.85600,  11.85600,  -5.36478
  11.84800,  11.84800,  -5.36118
  11.84000,  11.84000,  -5.35758
  11.83200,  11.83200,  -5.35398
  11.82400,  11.82400,  -5.35037
  11.81600,  11.81600,  -5.34677
  11.80800,  11.80800,  -5.34317
  11.80000,  11.80000,  -5.33957
  11.79200,  11.79200,  -5.33597
  11.78400,  11.78400,  -5.33236
  11.77600,  11.77600,  -5.32876
  11.76800,  11.76800,  -5.32516
  11.76000,  11.76000,  -5.32156
  11.75200,  11.75200,  -5.31796
  11.74400,  11.74400,  -5.31435
  11.73600,  11.73600,  -5.31075
  11.72800,  11.72800,  -5.30715
  11.72000,  11.72000,  -5.30354
  11.71200,  11.71200,  -5.29994
  11.70400,  11.70400,  -5.29634
  11.69600,  11.69600,  -5.29274
  11.68800,  11.68800,  -5.28913
  11.68000,  11.68000,  -5.28553
  11.67200,  11.67200,  -5.28193
  11.66400,  11.66400,  -5.27832
  11.65600,  11.65600,  -5.27472
  11.64800,  11.64800,  -5.27112
  11.64000,  11.64000,  -5.26751
  11.63200,  11.63200,  -5.26391
  11.62400,  11.62400,  -5.26031
  11.61600,  11.61600,  -5.25670
  11.60800,  11.60800,  -5.25310
  11.60000,  11.60000,  -5.24949
  11.59200,  11.59200,  -5.24589
  11.58400,  11.58400,  -5.24229
  11.57600,  11.57600,  -5.23868
  11.56800,  11.56800,  -5.23508
  11.56000,  11.56000,  -5.23147
  11.55200,  11.55200,  -5.22787
  11.54400,  11.54400,  -5.22427
  11.53600,  11.53600,  -5.22066
  11.52800,  11.52800,  -5.21706
  11.52000,  11.52000,  -5.21345
  11.51200,  11.51200,  -5.20985
  11.50400,  11.50400,  -5.20624
  11.49600,  11.49600,  -5.20264
  11.48800,  11.48800,  -5.19903
  11.48000,  11.48000,  -5.19543
  11.47200,  11.47200,  -5.19182
  11.46400,  11.46400,  -5.18822
  11.45600,  11.45600,  -5.18461
  11.44800,  11.44800,  -5.18101
  11.44000,  11.44000,  -5.17740
  11.43200,  11.43200,  -5.17380
  11.42400,  11.42400,  -5.17019
  11.41600,  11.41600,  -5.16658
  11.40800,  11.40800,  -5.16298
  11.40000,  11.40000,  -5.15937
  11.39200,  11.39200,  -5.15577
  11.38400,  11.38400,  -5.15216
  11.37600,  11.37600,  -5.14855
  11.36800,  11.36800,  -5.14495
  11.36000,  11.36000,  -5.14134
  11.35200,  11.35200,  -5.13774
  11.34400,  11.34400,  -5.13413
  11.33600,  11.33600,  -5.13052
  11.32800,  11.32800,  -5.12692
  11.32000,  11.32000,  -5.12331
  11.31200,  11.31200,  -5.11970
  11.30400,  11.30400,  -5.11610
  11.29600,  11.29600,  -5.11249
  11.28800,  11.28800,  -5.10888
  11.28000,  11.28000,  -5.10527
  11.27200,  11.27200,  -5.10167
  11.26400,  11.26400,  -5.09806
  11.25600,  11.25600,  -5.09445
  11.24800,  11.24800,  -5.09085
  11.24000,  11.24000,  -5.08724
  11.23200,  11.23200,  -5.08363
  11.22400,  11.22400,  -5.08002
  11.21600,  11.21600,  -5.07642
  11.20800,  11.20800,  -5.07281
  11.20000,  11.20000,  -5.06920
  11.19200,  11.19200,  -5.06559
  11.18400,  11.18400,  -5.06198
  11.17600,  11.17600,  -5.05838
  11.16800,  11.16800,  -5.05477
  11.16000,  11.16000,  -5.05116
  11.15200,  11.15200,  -5.04755
  11.14400,  11.14400,  -5.04394
  11.13600,  11.13600,  -5.04033
  11.12800,  11.12800,  -5.03672
  11.12000,  11.12000,  -5.03312
  11.11200,  11.11200,  -5.02951
  11.10400,  11.10400,  -5.02590
  11.09600,  11.09600,  -5.02229
  11.08800,  11.08800,  -5.01868
  11.08000,  11.08000,  -5.01507
  11.07200,  11.07200,  -5.01146
  11.06400,  11.06400,  -5.00785
  11.05600,  11.05600,  -5.00424
  11.04800,  11.04800,  -5.00063
  11.04000,  11.04000,  -4.99702
  11.03200,  11.03200,  -4.99341
  11.02400,  11.02400,  -4.98980
  11.01600,  11.01600,  -4.98619
  11.00800,  11.00800,  -4.98258
  11.00000,  10.99999,  -4.97897
  10.99200,  10.99199,  -4.97536
  10.98400,  10.98399,  -4.97175
  10.97600,  10.97599,  -4.96814
  10.96800,  10.96799,  -4.96453
  10.96000,  10.95999,  -4.96092
  10.95200,  10.95199,  -4.95731
  10.94400,  10.94399,  -4.95370
  10.93600,  10.93599,  -4.95009
  10.92800,  10.92799,  -4.94648
  10.92000,  10.91999,  -4.94287
  10.91200,  10.91199,  -4.93926
  10.90400,  10.90399,  -4.93565
  10.89600,  10.89599,  -4.93204
  10.88800,  10.88799,  -4.92842
  10.88000,  10.87999,  -4.92481
  10.87200,  10.87199,  -4.92120
  10.86400,  10.86399,  -4.91759
  10.85600,  10.85599,  -4.91398
  10.84800,  10.84799,  -4.91037
  10.84000,  10.83999,  -4.90676
  10.83200,  10.83199,  -4.90314
  10.82400,  10.82399,  -4.89953
  10.81600,  10.81599,  -4.89592
  10.80800,  10.80799,  -4.89231
  10.80000,  10.79999,  -4.88870
  10.79200,  10.79199,  -4.88508
  10.78400,  10.78399,  -4.88147
  10.77600,  10.77599,  -4.87786
  10.76800,  10.76799,  -4.87425
  10.76000,  10.75999,  -4.87063
  10.75200,  10.75199,  -4.86702
  10.74400,  10.74399,  -4.86341
  10.73600,  10.73599,  -4.85979
  10.72800,  10.72799,  -4.85618
  10.72000,  10.71999,  -4.85257
  10.71200,  10.71199,  -4.84896
  10.70400,  10.70399,  -4.84534
  10.69600,  10.69599,  -4.84173
  10.68800,  10.68799,  -4.83811
  10.68000,  10.67999,  -4.83450
  10.67200,  10.67199,  -4.83089
  10.66400,  10.66399,  -4.82727
  10.65600,  10.65599,  -4.82366
  10.64800,  10.64799,  -4.82005
  10.64000,  10.63999,  -4.81643
  10.63200,  10.63199,  -4.81282
  10.62400,  10.62399,  -4.80920
  10.61600,  10.61599,  -4.80559
  10.60800,  10.60799,  -4.80198
  10.60000,  10.59999,  -4.79836
  10.59200,  10.59199,  -4.79475
  10.58400,  10.58399,  -4.79113
  10.57600,  10.57599,  -4.78752
  10.56800,  10.56799,  -4.78390
  10.56000,  10.55999,  -4.78029
  10.55200,  10.55199,  -4.77667
  10.54400,  10.54399,  -4.77306
  10.53600,  10.53599,  -4.76944
  10.52800,  10.52799,  -4.76583
  10.52000,  10.51999,  -4.76221
  10.51200,  10.51199,  -4.75860
  10.50400,  10.50399,  -4.75498
  10.49600,  10.49599,  -4.75136
  10.48800,  10.48799,  -4.74775
  10.48000,  10.47999,  -4.74413
  10.47200,  10.47199,  -4.74052
  10.46400,  10.46399,  -4.73690
  10.45600,  10.45599,  -4.73328
  10.44800,  10.44799,  -4.72967
  10.44000,  10.43999,  -4.72605
  10.43200,  10.43199,  -4.72244
  10.42400,  10.42399,  -4.71882
  10.41600,  10.41599,  -4.71520
  10.40800,  10.40799,  -4.71159
  10.40000,  10.39999,  -4.70797
  10.39200,  10.39199,  -4.70435
  10.38400,  10.38399,  -4.70074
  10.37600,  10.37599,  -4.69712
  10.36800,  10.36799,  -4.69350
  10.36000,  10.35999,  -4.68988
  10.35200,  10.35199,  -4.68627
  10.34400,  10.34399,  -4.68265
  10.33600,  10.33599,  -4.67903
  10.32800,  10.32799,  -4.67541
  10.32000,  10.31999,  -4.67180
  10.31200,  10.31199,  -4.66818
  10.30400,  10.30399,  -4.66456
  10.29600,  10.29599,  -4.66094
  10.28800,  10.28799,  -4.65732
  10.28000,  10.27999,  -4.65371
  10.27200,  10.27199,  -4.65009
  10.26400,  10.26399,  -4.64647
  10.25600,  10.25599,  -4.64285
  10.24800,  10.24799,  -4.63923
  10.24000,  10.23999,  -4.63561
  10.23200,  10.23199,  -4.63199
  10.22400,  10.22399,  -4.62838
  10.21600,  10.21599,  -4.62476
  10.20800,  10.20799,  -4.62114
  10.20000,  10.19999,  -4.61752
  10.19200,  10.19199,  -4.61390
  10.18400,  10.18399,  -4.61028
  10.17600,  10.17599,  -4.60666
  10.16800,  10.16799,  -4.60304
  10.16000,  10.15999,  -4.59942
  10.15200,  10.15199,  -4.59580
  10.14400,  10.14399,  -4.59218
  10.13600,  10.13599,  -4.58856
  10.12800,  10.12799,  -4.58494
  10.12000,  10.11999,  -4.58132
  10.11200,  10.11199,  -4.57770
  10.10400,  10.10399,  -4.57408
  10.09600,  10.09599,  -4.57046
  10.08800,  10.08799,  -4.56684
  10.08000,  10.07999,  -4.56322
  10.07200,  10.07199,  -4.55960
  10.06400,  10.06399,  -4.55598
  10.05600,  10.05599,  -4.55236
  10.04800,  10.04799,  -4.54873
  10.04000,  10.03999,  -4.54511
  10.03200,  10.03199,  -4.54149
  10.02400,  10.02399,  -4.53787
  10.01600,  10.01599,  -4.53425
  10.00800,  10.00799,  -4.53063
  10.00000,   9.99999,  -4.52701
   9.99200,   9.99199,  -4.52338
   9.98400,   9.98399,  -4.51976
   9.97600,   9.97599,  -4.51614
   9.96800,   9.96799,  -4.51252
   9.96000,   9.95999,  -4.50890
   9.95200,   9.95199,  -4.50527
   9.94400,   9.94398,  -4.50165
   9.93600,   9.93598,  -4.49803
   9.92800,   9.92798,  -4.49441
   9.92000,   9.91998,  -4.49078
   9.91200,   9.91198,  -4.48716
   9.90400,   9.90398,  -4.48354
   9.89600,   9.89598,  -4.47991
   9.88800,   9.88798,  -4.47629
   9.88000,   9.87998,  -4.47267
   9.87200,   9.87198,  -4.46904
   9.86400,   9.86398,  -4.46542
   9.85600,   9.85598,  -4.46180
   9.84800,   9.84798,  -4.45817
   9.84000,   9.83998,  -4.45455
   9.83200,   9.83198,  -4.45093
   9.82400,   9.82398,  -4.44730
   9.81600,   9.81598,  -4.44368
   9.80800,   9.80798,  -4.44005
   9.80000,   9.79998,  -4.43643
   9.79200,   9.79198,  -4.43280
   9.78400,   9.78398,  -4.42918
   9.77600,   9.77598,  -4.42556
   9.76800,   9.76798,  -4.42193
   9.76000,   9.75998,  -4.41831
   9.75200,   9.75198,  -4.41468
   9.74400,   9.74398,  -4.41106
   9.73600,   9.73598,  -4.40743
   9.72800,   9.72798,  -4.40381
   9.72000,   9.71998,  -4.40018
   9.71200,   9.71198,  -4.39656
   9.70400,   9.70398,  -4.39293
   9.69600,   9.69598,  -4.38930
   9.68800,   9.68798,  -4.38568
   9.68000,   9.67998,  -4.38205
   9.67200,   9.67198,  -4.37843
   9.66400,   9.66398,  -4.37480
   9.65600,   9.65598,  -4.37117
   9.64800,   9.64798,  -4.36755
   9.64000,   9.63998,  -4.36392
   9.63200,   9.63198,  -4.36029
   9.62400,   9.62398,  -4.35667
   9.61600,   9.61598,  -4.35304
   9.60800,   9.60798,  -4.34941
   9.60000,   9.59998,  -4.34579
   9.59200,   9.59198,  -4.34216
   9.58400,   9.58398,  -4.33853
   9.57600,   9.57598,  -4.33491
   9.56800,   9.56798,  -4.33128
   9.56000,   9.55998,  -4.32765
   9.55200,   9.55198,  -4.32402
   9.54400,   9.54398,  -4.32040
   9.53600,   9.53598,  -4.31677
   9.52800,   9.52798,  -4.31314
   9.52000,   9.51998,  -4.30951
   9.51200,   9.51198,  -4.30588
   9.50400,   9.50398,  -4.30226
   9.49600,   9.49598,  -4.29863
   9.48800,   9.48798,  -4.29500
   9.48000,   9.47998,  -4.29137
   9.47200,   9.47198,  -4.28774
   9.46400,   9.46398,  -4.28411
   9.45600,   9.45597,  -4.28048
   9.44800,   9.44797,  -4.27685
   9.44000,   9.43997,  -4.27322
   9.43200,   9.43197,  -4.26960
   9.42400,   9.42397,  -4.26597
   9.41600,   9.41597,  -4.26234
   9.40800,   9.40797,  -4.25871
   9.40000,   9.39997,  -4.25508
   9.39200,   9.39197,  -4.25145
   9.38400,   9.38397,  -4.24782
   9.37600,   9.37597,  -4.24419
   9.36800,   9.36797,  -4.24056
   9.36000,   9.35997,  -4.23693
   9.35200,   9.35197,  -4.23330
   9.34400,   9.34397,  -4.22967
   9.33600,   9.33597,  -4.22603
   9.32800,   9.32797,  -4.22240
   9.32000,   9.31997,  -4.21877
   9.31200,   9.31197,  -4.21514
   9.30400,   9.30397,  -4.21151
   9.29600,   9.29597,  -4.20788
   9.28800,   9.28797,  -4.20425
   9.28000,   9.27997,  -4.20062
   9.27200,   9.27197,  -4.19699
   9.26400,   9.26397,  -4.19335
   9.25600,   9.25597,  -4.18972
   9.24800,   9.24797,  -4.18609
   9.24000,   9.23997,  -4.18246
   9.23200,   9.23197,  -4.17883
   9.22400,   9.22397,  -4.17519
   9.21600,   9.21597,  -4.17156
   9.20800,   9.20797,  -4.16793
   9.20000,   9.19997,  -4.16430
   9.19200,   9.19197,  -4.16066
   9.18400,   9.18397,  -4.15703
   9.17600,   9.17597,  -4.15340
   9.16800,   9.16797,  -4.14976
   9.16000,   9.15997,  -4.14613
   9.15200,   9.15197,  -4.14250
   9.14400,   9.14397,  -4.13886
   9.13600,   9.13596,  -4.13523
   9.12800,   9.12796,  -4.13160
   9.12000,   9.11996,  -4.12796
   9.11200,   9.11196,  -4.12433
   9.10400,   9.10396,  -4.12069
   9.09600,   9.09596,  -4.11706
   9.08800,   9.08796,  -4.11343
   9.08000,   9.07996,  -4.10979
   9.07200,   9.07196,  -4.10616
   9.06400,   9.06396,  -4.10252
   9.05600,   9.05596,  -4.09889
   9.04800,   9.04796,  -4.09525
   9.04000,   9.03996,  -4.09162
   9.03200,   9.03196,  -4.08798
   9.02400,   9.02396,  -4.08435
   9.01600,   9.01596,  -4.08071
   9.00800,   9.00796,  -4.07708
   9.00000,   8.99996,  -4.07344
   8.99200,   8.99196,  -4.06981
   8.98400,   8.98396,  -4.06617
   8.97600,   8.97596,  -4.06253
   8.96800,   8.96796,  -4.05890
   8.96000,   8.95996,  -4.05526
   8.95200,   8.95196,  -4.05162
   8.94400,   8.94396,  -4.04799
   8.93600,   8.93596,  -4.04435
   8.92800,   8.92796,  -4.04071
   8.92000,   8.91996,  -4.03708
   8.91200,   8.91196,  -4.03344
   8.90400,   8.90396,  -4.02980
   8.89600,   8.89595,  -4.02617
   8.88800,   8.88795,  -4.02253
   8.88000,   8.87995,  -4.01889
   8.87200,   8.87195,  -4.01525
   8.86400,   8.86395,  -4.01162
   8.85600,   8.85595,  -4.00798
   8.84800,   8.84795,  -4.00434
   8.84000,   8.83995,  -4.00070
   8.83200,   8.83195,  -3.99706
   8.82400,   8.82395,  -3.99343
   8.81600,   8.81595,  -3.98979
   8.80800,   8.80795,  -3.98615
   8.80000,   8.79995,  -3.98251
   8.79200,   8.79195,  -3.97887
   8.78400,   8.78395,  -3.97523
   8.77600,   8.77595,  -3.97159
   8.76800,   8.76795,  -3.96795
   8.76000,   8.75995,  -3.96431
   8.75200,   8.75195,  -3.96067
   8.74400,   8.74395,  -3.95704
   8.73600,   8.73595,  -3.95340
   8.72800,   8.72795,  -3.94976
   8.72000,   8.71995,  -3.94612
   8.71200,   8.71195,  -3.94248
   8.70400,   8.70394,  -3.93884
   8.69600,   8.69594,  -3.93519
   8.68800,   8.68794,  -3.93155
   8.68000,   8.67994,  -3.92791
   8.67200,   8.67194,  -3.92427
   8.66400,   8.66394,  -3.92063
   8.65600,   8.65594,  -3.91699
   8.64800,   8.64794,  -3.91335
   8.64000,   8.63994,  -3.90971
   8.63200,   8.63194,  -3.90607
   8.62400,   8.62394,  -3.90243
   8.61600,   8.61594,  -3.89878
   8.60800,   8.60794,  -3.89514
   8.60000,   8.59994,  -3.89150
   8.59200,   8.59194,  -3.88786
   8.58400,   8.58394,  -3.88422
   8.57600,   8.57594,  -3.88057
   8.56800,   8.56794,  -3.87693
   8.56000,   8.55994,  -3.87329
   8.55200,   8.55194,  -3.86964
   8.54400,   8.54393,  -3.86600
   8.53600,   8.53593,  -3.86236
   8.52800,   8.52793,  -3.85872
   8.52000,   8.51993,  -3.85507
   8.51200,   8.51193,  -3.85143
   8.50400,   8.50393,  -3.84779
   8.49600,   8.49593,  -3.84414
   8.48800,   8.48793,  -3.84050
   8.48000,   8.47993,  -3.83685
   8.47200,   8.47193,  -3.83321
   8.46400,   8.46393,  -3.82957
   8.45600,   8.45593,  -3.82592
   8.44800,   8.44793,  -3.82228
   8.44000,   8.43993,  -3.81863
   8.43200,   8.43193,  -3.81499
   8.42400,   8.42393,  -3.81134
   8.41600,   8.41593,  -3.80770
   8.40800,   8.40792,  -3.80405
   8.40000,   8.39992,  -3.80041
   8.39200,   8.39192,  -3.79676
   8.38400,   8.38392,  -3.79311
   8.37600,   8.37592,  -3.78947
   8.36800,   8.36792,  -3.78582
   8.36000,   8.35992,  -3.78218
   8.35200,   8.35192,  -3.77853
   8.34400,   8.34392,  -3.77488
   8.33600,   8.33592,  -3.77124
   8.32800,   8.32792,  -3.76759
   8.32000,   8.31992,  -3.76394
   8.31200,   8.31192,  -3.76030
   8.30400,   8.30392,  -3.75665
   8.29600,   8.29592,  -3.75300
   8.28800,   8.28791,  -3.74936
   8.28000,   8.27991,  -3.74571
   8.27200,   8.27191,  -3.74206
   8.26400,   8.26391,  -3.73841
   8.25600,   8.25591,  -3.73477
   8.24800,   8.24791,  -3.73112
   8.24000,   8.23991,  -3.72747
   8.23200,   8.23191,  -3.72382
   8.22400,   8.22391,  -3.72017
   8.21600,   8.21591,  -3.71652
   8.20800,   8.20791,  -3.71288
   8.20000,   8.19991,  -3.70923
   8.19200,   8.19191,  -3.70558
   8.18400,   8.18390,  -3.70193
   8.17600,   8.17590,  -3.69828
   8.16800,   8.16790,  -3.69463
   8.16000,   8.15990,  -3.69098
   8.15200,   8.15190,  -3.68733
   8.14400,   8.14390,  -3.68368
   8.13600,   8.13590,  -3.68003
   8.12800,   8.12790,  -3.67638
   8.12000,   8.11990,  -3.67273
   8.11200,   8.11190,  -3.66908
   8.10400,   8.10390,  -3.66543
   8.09600,   8.09590,  -3.66178
   8.08800,   8.08789,  -3.65813
   8.08000,   8.07989,  -3.65448
   8.07200,   8.07189,  -3.65082
   8.06400,   8.06389,  -3.64717
   8.05600,   8.05589,  -3.64352
   8.04800,   8.04789,  -3.63987
   8.04000,   8.03989,  -3.63622
   8.03200,   8.03189,  -3.63257
   8.02400,   8.02389,  -3.62891
   8.01600,   8.01589,  -3.62526
   8.00800,   8.00789,  -3.62161
   8.00000,   7.99988,  -3.61796
   7.99200,   7.99188,  -3.61430
   7.98400,   7.98388,  -3.61065
   7.97600,   7.97588,  -3.60700
   7.96800,   7.96788,  -3.60335
   7.96000,   7.95988,  -3.59969
   7.95200,   7.95188,  -3.59604
   7.94400,   7.94388,  -3.59238
   7.93600,   7.93588,  -3.58873
   7.92800,   7.92788,  -3.58508
   7.92000,   7.91987,  -3.58142
   7.91200,   7.91187,  -3.57777
   7.90400,   7.90387,  -3.57411
   7.89600,   7.89587,  -3.57046
   7.88800,   7.88787,  -3.56681
   7.88000,   7.87987,  -3.56315
   7.87200,   7.87187,  -3.55950
   7.86400,   7.86387,  -3.55584
   7.85600,   7.85587,  -3.55219
   7.84800,   7.84786,  -3.54853
   7.84000,   7.83986,  -3.54487
   7.83200,   7.83186,  -3.54122
   7.82400,   7.82386,  -3.53756
   7.81600,   7.81586,  -3.53391
   7.80800,   7.80786,  -3.53025
   7.80000,   7.79986,  -3.52659
   7.79200,   7.79186,  -3.52294
   7.78400,   7.78385,  -3.51928
   7.77600,   7.77585,  -3.51562
   7.76800,   7.76785,  -3.51197
   7.76000,   7.75985,  -3.50831
   7.75200,   7.75185,  -3.50465
   7.74400,   7.74385,  -3.50099
   7.73600,   7.73585,  -3.49734
   7.72800,   7.72785,  -3.49368
   7.72000,   7.71984,  -3.49002
   7.71200,   7.71184,  -3.48636
   7.70400,   7.70384,  -3.48270
   7.69600,   7.69584,  -3.47905
   7.68800,   7.68784,  -3.47539
   7.68000,   7.67984,  -3.47173
   7.67200,   7.67184,  -3.46807
   7.66400,   7.66384,  -3.46441
   7.65600,   7.65583,  -3.46075
   7.64800,   7.64783,  -3.45709
   7.64000,   7.63983,  -3.45343
   7.63200,   7.63183,  -3.44977
   7.62400,   7.62383,  -3.44611
   7.61600,   7.61583,  -3.44245
   7.60800,   7.60782,  -3.43879
   7.60000,   7.59982,  -3.43513
   7.59200,   7.59182,  -3.43147
   7.58400,   7.58382,  -3.42781
   7.57600,   7.57582,  -3.42415
   7.56800,   7.56782,  -3.42049
   7.56000,   7.55982,  -3.41683
   7.55200,   7.55181,  -3.41317
   7.54400,   7.54381,  -3.40950
   7.53600,   7.53581,  -3.40584
   7.52800,   7.52781,  -3.40218
   7.52000,   7.51981,  -3.39852
   7.51200,   7.51181,  -3.39486
   7.50400,   7.50380,  -3.39119
   7.49600,   7.49580,  -3.38753
   7.48800,   7.48780,  -3.38387
   7.48000,   7.47980,  -3.38021
   7.47200,   7.47180,  -3.37654
   7.46400,   7.46380,  -3.37288
   7.45600,   7.45579,  -3.36922
   7.44800,   7.44779,  -3.36555
   7.44000,   7.43979,  -3.36189
   7.43200,   7.43179,  -3.35823
   7.42400,   7.42379,  -3.35456
   7.41600,   7.41579,  -3.35090
   7.40800,   7.40778,  -3.34723
   7.40000,   7.39978,  -3.34357
   7.39200,   7.39178,  -3.33990
   7.38400,   7.38378,  -3.33624
   7.37600,   7.37578,  -3.33257
   7.36800,   7.36777,  -3.32891
   7.36000,   7.35977,  -3.32524
   7.35200,   7.35177,  -3.32158
   7.34400,   7.34377,  -3.31791
   7.33600,   7.33577,  -3.31425
   7.32800,   7.32776,  -3.31058
   7.32000,   7.31976,  -3.30691
   7.31200,   7.31176,  -3.30325
   7.30400,   7.30376,  -3.29958
   7.29600,   7.29576,  -3.29591
   7.28800,   7.28775,  -3.29225
   7.28000,   7.27975,  -3.28858
   7.27200,   7.27175,  -3.28491
   7.26400,   7.26375,  -3.28124
   7.25600,   7.25575,  -3.27758
   7.24800,   7.24774,  -3.27391
   7.24000,   7.23974,  -3.27024
   7.23200,   7.23174,  -3.26657
   7.22400,   7.22374,  -3.26290
   7.21600,   7.21574,  -3.25923
   7.20800,   7.20773,  -3.25557
   7.20000,   7.19973,  -3.25190
   7.19200,   7.19173,  -3.24823
   7.18400,   7.18373,  -3.24456
   7.17600,   7.17572,  -3.24089
   7.16800,   7.16772,  -3.23722
   7.16000,   7.15972,  -3.23355
   7.15200,   7.15172,  -3.22988
   7.14400,   7.14371,  -3.22621
   7.13600,   7.13571,  -3.22254
   7.12800,   7.12771,  -3.21887
   7.12000,   7.11971,  -3.21520
   7.11200,   7.11170,  -3.21153
   7.10400,   7.10370,  -3.20785
   7.09600,   7.09570,  -3.20418
   7.08800,   7.08770,  -3.20051
   7.08000,   7.07969,  -3.19684
   7.07200,   7.07169,  -3.19317
   7.06400,   7.06369,  -3.18950
   7.05600,   7.05569,  -3.18582
   7.04800,   7.04768,  -3.18215
   7.04000,   7.03968,  -3.17848
   7.03200,   7.03168,  -3.17481
   7.02400,   7.02368,  -3.17113
   7.01600,   7.01567,  -3.16746
   7.00800,   7.00767,  -3.16379
   7.00000,   6.99967,  -3.16011
   6.99200,   6.99166,  -3.15644
   6.98400,   6.98366,  -3.15276
   6.97600,   6.97566,  -3.14909
   6.96800,   6.96766,  -3.14542
   6.96000,   6.95965,  -3.14174
   6.95200,   6.95165,  -3.13807
   6.94400,   6.94365,  -3.13439
   6.93600,   6.93564,  -3.13072
   6.92800,   6.92764,  -3.12704
   6.92000,   6.91964,  -3.12337
   6.91200,   6.91163,  -3.11969
   6.90400,   6.90363,  -3.11601
   6.89600,   6.89563,  -3.11234
   6.88800,   6.88763,  -3.10866
   6.88000,   6.87962,  -3.10499
   6.87200,   6.87162,  -3.10131
   6.86400,   6.86362,  -3.09763
   6.85600,   6.85561,  -3.09396
   6.84800,   6.84761,  -3.09028
   6.84000,   6.83961,  -3.08660
   6.83200,   6.83160,  -3.08292
   6.82400,   6.82360,  -3.07924
   6.81600,   6.81560,  -3.07557
   6.80800,   6.80759,  -3.07189
   6.80000,   6.79959,  -3.06821
   6.79200,   6.79159,  -3.06453
   6.78400,   6.78358,  -3.06085
   6.77600,   6.77558,  -3.05717
   6.76800,   6.76757,  -3.05349
   6.76000,   6.75957,  -3.04981
   6.75200,   6.75157,  -3.04614
   6.74400,   6.74356,  -3.04246
   6.73600,   6.73556,  -3.03878
   6.72800,   6.72756,  -3.03509
   6.72000,   6.71955,  -3.03141
   6.71200,   6.71155,  -3.02773
   6.70400,   6.70354,  -3.02405
   6.69600,   6.69554,  -3.02037
   6.68800,   6.68754,  -3.01669
   6.68000,   6.67953,  -3.01301
   6.67200,   6.67153,  -3.00933
   6.66400,   6.66352,  -3.00565
   6.65600,   6.65552,  -3.00196
   6.64800,   6.64752,  -2.99828
   6.64000,   6.63951,  -2.99460
   6.63200,   6.63151,  -2.99092
   6.62400,   6.62350,  -2.98723
   6.61600,   6.61550,  -2.98355
   6.60800,   6.60750,  -2.97987
   6.60000,   6.59949,  -2.97618
   6.59200,   6.59149,  -2.97250
   6.58400,   6.58348,  -2.96881
   6.57600,   6.57548,  -2.96513
   6.56800,   6.56747,  -2.96145
   6.56000,   6.55947,  -2.95776
   6.55200,   6.55146,  -2.95408
   6.54400,   6.54346,  -2.95039
   6.53600,   6.53546,  -2.94671
   6.52800,   6.52745,  -2.94302
   6.52000,   6.51945,  -2.93934
   6.51200,   6.51144,  -2.93565
   6.50400,   6.50344,  -2.93196
   6.49600,   6.49543,  -2.92828
   6.48800,   6.48743,  -2.92459
   6.48000,   6.47942,  -2.92090
   6.47200,   6.47142,  -2.91722
   6.46400,   6.46341,  -2.91353
   6.45600,   6.45541,  -2.90984
   6.44800,   6.44740,  -2.90615
   6.44000,   6.43940,  -2.90247
   6.43200,   6.43139,  -2.89878
   6.42400,   6.42339,  -2.89509
   6.41600,   6.41538,  -2.89140
   6.40800,   6.40738,  -2.88771
   6.40000,   6.39937,  -2.88402
   6.39200,   6.39137,  -2.88034
   6.38400,   6.38336,  -2.87665
   6.37600,   6.37535,  -2.87296
   6.36800,   6.36735,  -2.86927
   6.36000,   6.35934,  -2.86558
   6.35200,   6.35134,  -2.86189
   6.34400,   6.34333,  -2.85820
   6.33600,   6.33533,  -2.85450
   6.32800,   6.32732,  -2.85081
   6.32000,   6.31932,  -2.84712
   6.31200,   6.31131,  -2.84343
   6.30400,   6.30330,  -2.83974
   6.29600,   6.29530,  -2.83605
   6.28800,   6.28729,  -2.83236
   6.28000,   6.27929,  -2.82866
   6.27200,   6.27128,  -2.82497
   6.26400,   6.26327,  -2.82128
   6.25600,   6.25527,  -2.81758
   6.24800,   6.24726,  -2.81389
   6.24000,   6.23925,  -2.81020
   6.23200,   6.23125,  -2.80650
   6.22400,   6.22324,  -2.80281
   6.21600,   6.21523,  -2.79912
   6.20800,   6.20723,  -2.79542
   6.20000,   6.19922,  -2.79173
   6.19200,   6.19122,  -2.78803
   6.18400,   6.18321,  -2.78434
   6.17600,   6.17520,  -2.78064
   6.16800,   6.16719,  -2.77695
   6.16000,   6.15919,  -2.77325
   6.15200,   6.15118,  -2.76955
   6.14400,   6.14317,  -2.76586
   6.13600,   6.13517,  -2.76216
   6.12800,   6.12716,  -2.75846
   6.12000,   6.11915,  -2.75477
